data;orientacao;midia;tipo_midia;campanha;investimento;impressoes;cliques;visitas;pedidos
07/01/2025;conversao;midia5;tipo2;pmax;74,93;647;22;;
07/01/2025;conversao;midia5;tipo1;1p-2p;1272,25;10757;506;354;52
07/01/2025;conversao;midia5;tipo1;exata;721,469999;10644;521;325;2
07/01/2025;conversao;midia2;tipo3;gross;905,84;93450;919;608;8
07/01/2025;conversao;midia2;tipo3;remarketing;6089,75;449494;2350;2313;42
07/01/2025;conversao;midia2;tipo4;asc;44041,68;3529411;20853;6536;84
07/01/2025;conversao;midia2;tipo4;catalogo;12766,79;7386787;13076;;
07/01/2025;conversao;midia2;tipo4;migracao;27565,42;2748899;18748;7210;65
07/01/2025;conversao;midia2;tipo4;remarketing;14074,59;1827179;8097;973;7
07/01/2025;conversao;midia2;tipo5;display;829,74;50519;264;;
07/01/2025;conversao;midia2;tipo5;whatsapp;1514,95;158621;735;247;
07/01/2025;conversao;midia1;tipo2;pmax;86965,04954;9712958;81777;29267;100
07/01/2025;conversao;midia1;tipo2;remarketing;3479,727243;329685;1501;635;2
07/01/2025;conversao;midia1;tipo1;1p-2p;88898,47307;134459;22674;16050;634
07/01/2025;conversao;midia1;tipo1;3p;3177,642037;17091;1360;1075;24
07/01/2025;conversao;midia1;tipo1;exata;17929,02885;32088;6540;4892;152
07/01/2025;conversao;midia1;tipo1;pos-black;2292,881635;2901;629;470;8
07/01/2025;conversao;midia4;tipo2;purchase;1903;126944;11390;1303;4
07/01/2025;conversao;midia6;tipo3;remarketing;2030;212841;808;374;1
08/01/2025;afiliados;midia3;tipo6;afiliados;;;;;
08/01/2025;afiliados;midia3;tipo2;afiliados;11219,386;1512941;5869;3677;5
08/01/2025;consideracao;midia1;tipo7;ace-android;2140,913299;174817;1980;;
08/01/2025;consideracao;midia1;tipo7;aci-android;208,168608;30048;1834;;
08/01/2025;consideracao;midia7;tipo3;smart;2005,92;422809;1111;595;23
08/01/2025;conversao;midia5;tipo2;native;1612,99;513341;5878;;
08/01/2025;conversao;midia5;tipo2;pmax;132,72;1128;45;;
08/01/2025;conversao;midia5;tipo1;1p-2p;1298,23;13576;477;305;80
08/01/2025;conversao;midia5;tipo1;exata;784,129999;8879;514;347;4
08/01/2025;conversao;midia2;tipo3;remarketing;5702,33;413575;2321;2377;50
08/01/2025;conversao;midia2;tipo4;asc;31419,73;2325916;17358;6416;62
08/01/2025;conversao;midia2;tipo4;catalogo;13124,69;7095068;13512;;
08/01/2025;conversao;midia2;tipo4;migracao;26197,41;2629284;22633;9395;61
08/01/2025;conversao;midia2;tipo4;remarketing;10297,21;1119701;7109;2979;39
08/01/2025;conversao;midia2;tipo5;display;656,17;36036;254;;
08/01/2025;conversao;midia2;tipo5;whatsapp;1053,92;94124;499;175;
08/01/2025;conversao;midia1;tipo2;pmax;84856,63027;9296874;77934;28195;71
08/01/2025;conversao;midia1;tipo2;remarketing;3210,216319;320985;1646;705;3
08/01/2025;conversao;midia1;tipo1;1p-2p;81189,56809;125453;21040;15325;575
08/01/2025;conversao;midia1;tipo1;3p;3754,948177;16671;1397;1090;24
08/01/2025;conversao;midia1;tipo1;exata;17028,66122;29232;6220;4829;135
08/01/2025;conversao;midia1;tipo1;pos-black;2099,060586;2862;586;455;8
08/01/2025;conversao;midia4;tipo2;purchase;1887,39;134238;13928;6378;8
08/01/2025;conversao;midia6;tipo3;remarketing;2030;227742;719;259;0
09/01/2025;afiliados;midia3;tipo6;afiliados;;;;;
09/01/2025;afiliados;midia3;tipo2;afiliados;8568,3998;1803022;6512;3923;19
09/01/2025;consideracao;midia1;tipo7;ace-android;7340,246552;640814;5488;;
09/01/2025;consideracao;midia1;tipo7;aci-android;2833,848275;613132;24748;;
09/01/2025;consideracao;midia7;tipo3;smart;1961,489999;338711;1047;534;15
09/01/2025;conversao;midia5;tipo2;native;1600,07;505025;5909;;
09/01/2025;conversao;midia5;tipo2;pmax;136,56;1218;37;;
09/01/2025;conversao;midia5;tipo1;1p-2p;1290,339999;13621;498;330;76
09/01/2025;conversao;midia5;tipo1;exata;726,27;10236;447;301;6
09/01/2025;conversao;midia2;tipo3;remarketing;5322,43;389424;2053;2162;46
09/01/2025;conversao;midia2;tipo4;asc;28211,29;1834095;11681;3647;43
09/01/2025;conversao;midia2;tipo4;catalogo;11682,35;5564368;11686;3;0
09/01/2025;conversao;midia2;tipo4;migracao;24543,95;2394070;17666;4762;24
09/01/2025;conversao;midia2;tipo4;remarketing;8655,99;793830;5351;1160;8
09/01/2025;conversao;midia2;tipo5;display;673,23;33628;223;;
09/01/2025;conversao;midia2;tipo5;whatsapp;981,77;92964;474;200;
09/01/2025;conversao;midia1;tipo2;demandgen;3734,820897;414547;7000;3903;0
09/01/2025;conversao;midia1;tipo2;pmax;75415,49719;8081583;65655;23341;99
09/01/2025;conversao;midia1;tipo2;remarketing;3276,895219;383211;2162;801;1
09/01/2025;conversao;midia1;tipo1;1p-2p;74951,20499;90459;17464;12428;583
09/01/2025;conversao;midia1;tipo1;3p;3388,12632;14268;1331;1051;23
09/01/2025;conversao;midia1;tipo1;exata;16638,64856;25203;5532;4495;128
09/01/2025;conversao;midia1;tipo1;pos-black;1862,766213;2312;513;377;8
09/01/2025;conversao;midia4;tipo2;purchase;1987,58;181597;26116;11385;18
09/01/2025;conversao;midia6;tipo3;remarketing;2030;229484;824;297;3
10/01/2025;afiliados;midia3;tipo6;afiliados;;;;;
10/01/2025;afiliados;midia3;tipo2;afiliados;7663,9468;1960076;6357;4014;7
10/01/2025;consideracao;midia1;tipo7;ace-android;4885,039444;391329;3669;;
10/01/2025;consideracao;midia1;tipo7;aci-android;2002,223448;353489;14649;;
10/01/2025;consideracao;midia7;tipo3;smart;2010,769999;340507;969;480;16
10/01/2025;conversao;midia5;tipo2;native;1520,23;524894;5889;;
10/01/2025;conversao;midia5;tipo2;pmax;155,42;1989;43;;
10/01/2025;conversao;midia5;tipo1;1p-2p;1298,52;13214;498;302;100
10/01/2025;conversao;midia5;tipo1;exata;625,98;8830;450;283;2
10/01/2025;conversao;midia2;tipo3;remarketing;5191,2;449264;2036;1973;54
10/01/2025;conversao;midia2;tipo4;asc;26769,12;1831018;9768;3712;51
10/01/2025;conversao;midia2;tipo4;catalogo;11807,76;5397223;11047;6;0
10/01/2025;conversao;midia2;tipo4;migracao;23820,26;2555565;14506;5920;64
10/01/2025;conversao;midia2;tipo4;remarketing;7393,77;768325;4508;1956;53
10/01/2025;conversao;midia2;tipo5;display;144,12;5404;42;;
10/01/2025;conversao;midia2;tipo5;whatsapp;817,05;59771;337;97;
10/01/2025;conversao;midia1;tipo2;demandgen;2696,933307;194758;1406;721;0
10/01/2025;conversao;midia1;tipo2;pmax;67341,29783;6582024;52704;19143;73
10/01/2025;conversao;midia1;tipo2;remarketing;3333,563394;412889;2326;848;2
10/01/2025;conversao;midia1;tipo1;1p-2p;91036,496;131719;21213;15076;502
10/01/2025;conversao;midia1;tipo1;3p;3791,118744;16725;1417;1114;26
10/01/2025;conversao;midia1;tipo1;exata;16263,09011;27673;5812;4538;134
10/01/2025;conversao;midia1;tipo1;pos-black;1857,627771;2182;471;340;9
10/01/2025;conversao;midia4;tipo2;purchase;1890,37;171697;25908;12239;11
10/01/2025;conversao;midia6;tipo3;remarketing;2030;223349;770;235;1
11/01/2025;afiliados;midia3;tipo6;afiliados;;;;;
11/01/2025;afiliados;midia3;tipo2;afiliados;5955,2178;2126395;7327;4524;9
11/01/2025;consideracao;midia1;tipo7;ace-android;5041,425876;345357;3290;;
11/01/2025;consideracao;midia1;tipo7;aci-android;1760,634029;165859;7533;;
11/01/2025;consideracao;midia7;tipo3;smart;2017,62;389253;999;430;13
11/01/2025;conversao;midia5;tipo2;native;1136,65;489278;4459;;
11/01/2025;conversao;midia5;tipo2;pmax;43,14;198;13;;
11/01/2025;conversao;midia5;tipo1;1p-2p;902,589999;10963;315;202;41
11/01/2025;conversao;midia5;tipo1;exata;261,98;4928;173;107;1
11/01/2025;conversao;midia2;tipo3;remarketing;3753,7;227634;1634;1518;52
11/01/2025;conversao;midia2;tipo4;asc;24517,96;1728961;9456;3563;54
11/01/2025;conversao;midia2;tipo4;catalogo;11744,1;5974624;13120;1;0
11/01/2025;conversao;midia2;tipo4;migracao;17608,34;1669515;15578;7297;42
11/01/2025;conversao;midia2;tipo4;remarketing;9183,26;1104186;6676;1268;4
11/01/2025;conversao;midia2;tipo5;whatsapp;1255,069999;88437;473;87;
11/01/2025;conversao;midia1;tipo2;demandgen;2836,598133;231818;1812;713;1
11/01/2025;conversao;midia1;tipo2;pmax;68490,07737;7153348;55422;20626;64
11/01/2025;conversao;midia1;tipo2;remarketing;3326,831369;473344;2594;938;1
11/01/2025;conversao;midia1;tipo1;1p-2p;66126,35703;83072;14796;10376;429
11/01/2025;conversao;midia1;tipo1;3p;2821,322374;13580;1070;825;14
11/01/2025;conversao;midia1;tipo1;exata;11749,78331;16847;4063;3211;93
11/01/2025;conversao;midia1;tipo1;pos-black;938,024807;1272;247;169;5
11/01/2025;conversao;midia4;tipo2;purchase;1875,88;144369;26510;11830;21
11/01/2025;conversao;midia6;tipo3;remarketing;2030;195396;709;232;6
12/01/2025;afiliados;midia3;tipo6;afiliados;;;;;
12/01/2025;afiliados;midia3;tipo2;afiliados;5552,4116;2199062;6917;4426;5
12/01/2025;consideracao;midia1;tipo7;ace-android;4950,94681;393154;3539;;
12/01/2025;consideracao;midia1;tipo7;aci-android;1750,864224;274852;11689;;
12/01/2025;consideracao;midia7;tipo3;smart;1992,46;395897;1104;520;21
12/01/2025;conversao;midia5;tipo2;native;1154,09;538384;5043;;
12/01/2025;conversao;midia5;tipo2;pmax;7,26;305;3;;
12/01/2025;conversao;midia5;tipo1;1p-2p;737,03;6043;252;167;11
12/01/2025;conversao;midia5;tipo1;exata;204,81;6942;125;68;1
12/01/2025;conversao;midia2;tipo3;remarketing;5591,7;385325;2095;1701;43
12/01/2025;conversao;midia2;tipo4;asc;34624,2;2880850;12634;4419;58
12/01/2025;conversao;midia2;tipo4;catalogo;12556,23;8937594;17486;;
12/01/2025;conversao;midia2;tipo4;migracao;24695,19;2547059;21308;8551;58
12/01/2025;conversao;midia2;tipo4;remarketing;5349,5;660415;3723;1459;28
12/01/2025;conversao;midia2;tipo5;whatsapp;522,29;28471;241;60;
12/01/2025;conversao;midia1;tipo2;demandgen;2851,551457;223720;1444;593;3
12/01/2025;conversao;midia1;tipo2;pmax;66817,19692;7723248;61725;21747;58
12/01/2025;conversao;midia1;tipo2;remarketing;3312,173556;502425;3163;1020;1
12/01/2025;conversao;midia1;tipo1;1p-2p;54154,46946;59417;11994;8342;357
12/01/2025;conversao;midia1;tipo1;3p;3838,254859;14827;1085;837;15
12/01/2025;conversao;midia1;tipo1;exata;8927,440598;13722;3188;2469;73
12/01/2025;conversao;midia1;tipo1;pos-black;1035,356728;1252;247;175;3
12/01/2025;conversao;midia4;tipo2;purchase;2004,59;154725;22905;9707;21
12/01/2025;conversao;midia6;tipo3;remarketing;2030;237422;936;331;4
13/01/2025;afiliados;midia3;tipo6;afiliados;;;;;
13/01/2025;afiliados;midia3;tipo2;afiliados;7103,9033;2090594;6326;4265;8
13/01/2025;consideracao;midia1;tipo7;ace-android;4963,715838;422474;3538;;
13/01/2025;consideracao;midia1;tipo7;aci-android;1880,563438;298971;15216;;
13/01/2025;consideracao;midia7;tipo3;smart;1325,73;240371;723;367;16
13/01/2025;conversao;midia5;tipo2;native;1449,91;487192;5727;;
13/01/2025;conversao;midia5;tipo2;pmax;108,17;1577;37;2;0
13/01/2025;conversao;midia5;tipo1;1p-2p;1300,86;8428;459;319;31
13/01/2025;conversao;midia5;tipo1;exata;795,04;16257;491;314;7
13/01/2025;conversao;midia2;tipo3;remarketing;4560,91;256007;1756;1764;54
13/01/2025;conversao;midia2;tipo4;asc;33753,04;2247717;10883;4175;66
13/01/2025;conversao;midia2;tipo4;catalogo;12698,56;7874922;14778;1;0
13/01/2025;conversao;midia2;tipo4;migracao;24164,01;2031367;16360;6567;57
13/01/2025;conversao;midia2;tipo4;remarketing;6042,92;605528;3587;1706;56
13/01/2025;conversao;midia2;tipo5;whatsapp;11629,48;839680;3359;550;
13/01/2025;conversao;midia1;tipo2;demandgen;3034,64829;190583;841;403;2
13/01/2025;conversao;midia1;tipo2;pmax;60875,51198;5942405;51722;18735;89
13/01/2025;conversao;midia1;tipo2;remarketing;3554,937141;545961;3748;1237;0
13/01/2025;conversao;midia1;tipo1;1p-2p;86265,37721;121047;20352;14044;486
13/01/2025;conversao;midia1;tipo1;3p;4195,924685;16978;1380;1145;37
13/01/2025;conversao;midia1;tipo1;exata;15732,44778;27980;5709;4284;85
13/01/2025;conversao;midia1;tipo1;pos-black;3780,961942;4250;786;582;9
13/01/2025;conversao;midia4;tipo2;purchase;1937,53;165910;26245;11068;9
13/01/2025;conversao;midia6;tipo3;remarketing;2029,999999;205282;757;244;3
14/01/2025;afiliados;midia3;tipo2;afiliados;6736,278499;2071478;6137;4120;10
14/01/2025;consideracao;midia1;tipo7;ace-android;4971,035566;422894;3655;;
14/01/2025;consideracao;midia1;tipo7;aci-android;1690,914577;272683;13346;;
14/01/2025;conversao;midia5;tipo2;native;1402,86;487200;5327;;
14/01/2025;conversao;midia5;tipo2;pmax;76,72;1143;25;2;0
14/01/2025;conversao;midia5;tipo1;1p-2p;1300,519999;6471;429;308;9
14/01/2025;conversao;midia5;tipo1;exata;696,59;12403;411;275;6
14/01/2025;conversao;midia2;tipo3;remarketing;5986,639999;276846;2005;2254;68
14/01/2025;conversao;midia2;tipo4;asc;35524,02;2112041;10188;4489;77
14/01/2025;conversao;midia2;tipo4;catalogo;12914,02;6544304;11369;;
14/01/2025;conversao;midia2;tipo4;migracao;26622,38;1820533;13368;5984;67
14/01/2025;conversao;midia2;tipo4;remarketing;8705,17;814342;4270;1862;58
14/01/2025;conversao;midia2;tipo5;whatsapp;13170,57;991934;3838;705;
14/01/2025;conversao;midia1;tipo2;demandgen;3127,881259;165279;526;290;0
14/01/2025;conversao;midia1;tipo2;pmax;80405,74547;8578071;75625;26417;102
14/01/2025;conversao;midia1;tipo2;remarketing;3719,530688;579144;4000;1347;2
14/01/2025;conversao;midia1;tipo1;1p-2p;81868,77418;113609;19157;13135;446
14/01/2025;conversao;midia1;tipo1;3p;3878,141327;15314;1266;987;22
14/01/2025;conversao;midia1;tipo1;exata;16644,77161;24794;5139;3952;103
14/01/2025;conversao;midia1;tipo1;pos-black;2423,274061;2945;576;443;9
14/01/2025;conversao;midia4;tipo2;purchase;1845,15;176251;24016;10852;14
14/01/2025;conversao;midia6;tipo3;remarketing;2030;176790;646;137;1
15/01/2025;afiliados;midia3;tipo2;afiliados;10422,1724;1942397;5931;4143;40
15/01/2025;consideracao;midia1;tipo7;ace-android;4995,94966;406345;3670;;
15/01/2025;consideracao;midia1;tipo7;aci-android;1604,483731;262038;9752;;
15/01/2025;consideracao;midia7;tipo3;smart;0,02;7;0;33;3
15/01/2025;conversao;midia5;tipo2;native;117,78;41004;268;;
15/01/2025;conversao;midia5;tipo2;pmax;10,6;166;4;1;0
15/01/2025;conversao;midia5;tipo1;1p-2p;1106,049999;3050;294;223;8
15/01/2025;conversao;midia5;tipo1;exata;709,78;14061;405;275;5
15/01/2025;conversao;midia2;tipo3;remarketing;6136,69;313630;2512;2502;64
15/01/2025;conversao;midia2;tipo4;asc;33943,81;2437625;11535;5083;72
15/01/2025;conversao;midia2;tipo4;catalogo;12239,18;4481147;8830;1240;50
15/01/2025;conversao;midia2;tipo4;migracao;46542,91;3073752;17631;8557;130
15/01/2025;conversao;midia2;tipo4;remarketing;6064,86;310049;2410;1552;79
15/01/2025;conversao;midia2;tipo5;whatsapp;10621,62;645515;2879;578;
15/01/2025;conversao;midia1;tipo2;demandgen;3063,362903;192095;650;389;3
15/01/2025;conversao;midia1;tipo2;pmax;90652,22171;8967169;72813;26255;178
15/01/2025;conversao;midia1;tipo2;remarketing;3278,000854;296997;1845;731;1
15/01/2025;conversao;midia1;tipo1;1p-2p;43973,9324;51908;10957;7811;438
15/01/2025;conversao;midia1;tipo1;3p;4141,80045;14124;868;675;23
15/01/2025;conversao;midia1;tipo1;exata;24538,75895;24562;5626;4302;116
15/01/2025;conversao;midia1;tipo1;pos-black;3851,022851;5793;1118;789;26
15/01/2025;conversao;midia4;tipo2;purchase;1882,16;171225;20838;10037;12
15/01/2025;conversao;midia6;tipo3;remarketing;2030;217830;816;163;1
16/01/2025;afiliados;midia3;tipo2;afiliados;6597,4052;1728346;5149;3742;14
16/01/2025;consideracao;midia1;tipo7;ace-android;5025,113048;386674;3460;;
16/01/2025;consideracao;midia1;tipo7;aci-android;1605,241216;254630;6426;;
16/01/2025;conversao;midia5;tipo2;native;1278,41;391089;4943;;
16/01/2025;conversao;midia5;tipo2;pmax;4,22;366;2;;
16/01/2025;conversao;midia5;tipo1;1p-2p;831,019999;1687;203;174;13
16/01/2025;conversao;midia5;tipo1;exata;581,99;13025;287;208;7
16/01/2025;conversao;midia2;tipo3;remarketing;1500,21;79495;491;694;24
16/01/2025;conversao;midia2;tipo4;asc;31925,58;2228121;10153;4548;69
16/01/2025;conversao;midia2;tipo4;catalogo;12812,55;5890176;11053;2812;59
16/01/2025;conversao;midia2;tipo4;migracao;51568,18;3428289;18234;8124;133
16/01/2025;conversao;midia2;tipo4;remarketing;19477,1;920944;6008;3545;130
16/01/2025;conversao;midia2;tipo5;whatsapp;9517,94;515613;2483;529;
16/01/2025;conversao;midia1;tipo2;demandgen;3161,721539;191955;630;374;8
16/01/2025;conversao;midia1;tipo2;pmax;97118,09395;9933700;92157;32894;209
16/01/2025;conversao;midia1;tipo2;remarketing;3362,547564;213294;1430;653;2
16/01/2025;conversao;midia1;tipo1;1p-2p;61904,96893;62393;13100;9106;490
16/01/2025;conversao;midia1;tipo1;3p;5427,336921;22875;1003;708;18
16/01/2025;conversao;midia1;tipo1;exata;24998,77867;19131;5093;3864;139
16/01/2025;conversao;midia1;tipo1;pos-black;4727,784082;6058;1278;968;55
16/01/2025;conversao;midia4;tipo2;purchase;1978,4;194593;27618;8766;9
16/01/2025;conversao;midia6;tipo3;remarketing;2030;207153;805;196;1
16/01/2025;conversao;midia7;tipo3;smart;349,58;80906;314;;
17/01/2025;afiliados;midia3;tipo2;afiliados;7805,1401;1288434;4344;3019;6
17/01/2025;consideracao;midia1;tipo7;ace-android;4728,014906;346858;2934;;
17/01/2025;consideracao;midia1;tipo7;aci-android;1541,28875;233675;6050;;
17/01/2025;conversao;midia5;tipo2;native;1381,48;413379;5129;;
17/01/2025;conversao;midia5;tipo2;pmax;250,73;1758;52;9;0
17/01/2025;conversao;midia5;tipo1;1p-2p;730,139999;2323;197;142;5
17/01/2025;conversao;midia5;tipo1;exata;526,239999;5426;273;187;3
17/01/2025;conversao;midia2;tipo4;asc;30466,09;2324981;9029;3802;73
17/01/2025;conversao;midia2;tipo4;catalogo;11931,47;5191933;10187;2694;60
17/01/2025;conversao;midia2;tipo4;migracao;48455,51;3740911;19487;8274;101
17/01/2025;conversao;midia2;tipo4;remarketing;32877,69;2103789;10416;5414;159
17/01/2025;conversao;midia2;tipo5;whatsapp;9154,489999;569857;2314;523;
17/01/2025;conversao;midia1;tipo2;demandgen;3118,361749;186043;648;377;4
17/01/2025;conversao;midia1;tipo2;gnd;4,767855;543;32;10;0
17/01/2025;conversao;midia1;tipo2;pmax;101520,1349;8848838;94699;31575;118
17/01/2025;conversao;midia1;tipo2;remarketing;3393,225456;260430;2500;1017;0
17/01/2025;conversao;midia1;tipo1;1p-2p;78912,58056;82085;14599;10127;468
17/01/2025;conversao;midia1;tipo1;3p;8720,373595;30694;1170;895;35
17/01/2025;conversao;midia1;tipo1;exata;21196,54118;19169;4792;3802;171
17/01/2025;conversao;midia1;tipo1;pos-black;3089,620164;4309;922;707;45
17/01/2025;conversao;midia4;tipo2;purchase;0;807;111;1241;0
17/01/2025;conversao;midia6;tipo3;remarketing;2030;232211;895;176;0
17/01/2025;conversao;midia7;tipo3;smart;2234,88;287390;1052;;
18/01/2025;afiliados;midia3;tipo2;afiliados;8712,1852;1347117;4805;4020;38
18/01/2025;consideracao;midia1;tipo7;ace-android;4912,146048;336565;3055;;
18/01/2025;consideracao;midia1;tipo7;aci-android;1518,15729;209916;5857;;
18/01/2025;conversao;midia5;tipo2;native;1265,28;364922;4038;;
18/01/2025;conversao;midia5;tipo2;pmax;347,85;1257;62;7;0
18/01/2025;conversao;midia5;tipo1;1p-2p;402,79;2940;107;81;4
18/01/2025;conversao;midia5;tipo1;exata;256,13;1856;124;91;2
18/01/2025;conversao;midia2;tipo4;asc;14365,81;1178419;4145;1775;31
18/01/2025;conversao;midia2;tipo4;catalogo;6022,65;1920912;4187;1246;25
18/01/2025;conversao;midia2;tipo4;migracao;18787,2;1566073;7748;3210;51
18/01/2025;conversao;midia2;tipo4;remarketing;12264,37;953949;3999;2310;60
18/01/2025;conversao;midia2;tipo5;whatsapp;4642,839999;290816;1227;255;
18/01/2025;conversao;midia1;tipo2;demandgen;3172,501814;206694;748;411;1
18/01/2025;conversao;midia1;tipo2;gnd;58796,38222;9097604;415978;113954;7
18/01/2025;conversao;midia1;tipo2;pmax;96162,61825;8302327;72456;26739;147
18/01/2025;conversao;midia1;tipo2;remarketing;80583,23597;9280971;491867;157355;36
18/01/2025;conversao;midia1;tipo1;1p-2p;54767,51379;56302;11160;7830;366
18/01/2025;conversao;midia1;tipo1;3p;5679,854091;22742;927;712;22
18/01/2025;conversao;midia1;tipo1;exata;17929,45755;14778;4026;3092;117
18/01/2025;conversao;midia1;tipo1;pos-black;3535,597271;4194;968;705;38
18/01/2025;conversao;midia6;tipo3;remarketing;2030;274213;1023;208;2
18/01/2025;conversao;midia7;tipo3;smart;2250;247089;738;;
19/01/2025;afiliados;midia3;tipo2;afiliados;4119,1171;1581130;5609;3884;12
19/01/2025;consideracao;midia1;tipo7;ace-android;4825,710735;425191;3676;;
19/01/2025;consideracao;midia1;tipo7;aci-android;1523,651026;233235;4982;;
19/01/2025;conversao;midia5;tipo2;native;1275,72;358817;3938;;
19/01/2025;conversao;midia5;tipo2;pmax;329,22;1355;55;7;1
19/01/2025;conversao;midia5;tipo1;1p-2p;541,409999;4766;106;65;1
19/01/2025;conversao;midia5;tipo1;exata;179,53;1717;88;54;2
19/01/2025;conversao;midia1;tipo2;demandgen;3065,32135;169182;779;408;2
19/01/2025;conversao;midia1;tipo2;gnd;28958,62388;6304027;234276;93780;14
19/01/2025;conversao;midia1;tipo2;pmax;88299,44779;8552387;79543;27700;114
19/01/2025;conversao;midia1;tipo2;remarketing;42130,3866;5776748;297799;119053;34
19/01/2025;conversao;midia1;tipo1;1p-2p;53729,02014;48208;9676;6721;348
19/01/2025;conversao;midia1;tipo1;3p;6039,26212;22090;918;697;17
19/01/2025;conversao;midia1;tipo1;exata;14120,43045;11160;3013;2318;67
19/01/2025;conversao;midia1;tipo1;pos-black;3802,261271;3654;834;600;23
19/01/2025;conversao;midia6;tipo3;remarketing;2030;307058;1018;207;2
19/01/2025;conversao;midia7;tipo3;smart;1668,2;254424;912;;
20/01/2025;afiliados;midia3;tipo2;afiliados;4698,0018;1686248;5327;3840;11
20/01/2025;consideracao;midia1;tipo7;ace-android;4924,442279;433738;3695;;
20/01/2025;consideracao;midia1;tipo7;aci-android;1584,407926;252361;6113;;
20/01/2025;conversao;midia5;tipo2;native;1383,04;390265;4753;;
20/01/2025;conversao;midia5;tipo2;pmax;390,27;6501;85;5;0
20/01/2025;conversao;midia5;tipo1;1p-2p;1267,04;15108;312;199;5
20/01/2025;conversao;midia5;tipo1;exata;929,13;8245;401;281;3
20/01/2025;conversao;midia2;tipo4;asc;38095,11;3078222;9276;1096;11
20/01/2025;conversao;midia2;tipo4;catalogo;14189,3;6705464;9783;2694;81
20/01/2025;conversao;midia2;tipo4;migracao;56209;4750621;21949;8246;130
20/01/2025;conversao;midia2;tipo4;remarketing;16417,61;1197269;5146;2719;103
20/01/2025;conversao;midia2;tipo5;whatsapp;11128,6;609229;1589;409;
20/01/2025;conversao;midia1;tipo2;demandgen;3081,646458;170903;726;374;2
20/01/2025;conversao;midia1;tipo2;gnd;23067,836;2952014;113986;49916;24
20/01/2025;conversao;midia1;tipo2;pmax;73982,25735;9346252;81156;26524;178
20/01/2025;conversao;midia1;tipo2;remarketing;45234,88954;8421346;427601;145066;15
20/01/2025;conversao;midia1;tipo1;1p-2p;93606,81135;100728;16971;11829;539
20/01/2025;conversao;midia1;tipo1;3p;7197,166104;26617;1186;902;28
20/01/2025;conversao;midia1;tipo1;exata;29005,85408;28112;6804;5289;193
20/01/2025;conversao;midia1;tipo1;pos-black;3782,297499;5581;1136;854;36
20/01/2025;conversao;midia6;tipo3;remarketing;2030;287560;935;186;2
20/01/2025;conversao;midia7;tipo3;smart;1825,09;226741;911;;
21/01/2025;afiliados;midia3;tipo2;afiliados;9637,142351;1595390;5070;3721;13
21/01/2025;consideracao;midia1;tipo7;ace-android;4751,217515;424149;3636;;
21/01/2025;consideracao;midia1;tipo7;aci-android;1535,157402;230839;5111;;
21/01/2025;conversao;midia5;tipo2;native;1437,27;433383;5153;;
21/01/2025;conversao;midia5;tipo2;pmax;1188,66;6310;201;74;1
21/01/2025;conversao;midia5;tipo1;1p-2p;1259,769999;24177;376;237;15
21/01/2025;conversao;midia5;tipo1;exata;924,4;6127;367;260;9
21/01/2025;conversao;midia2;tipo4;asc;42543,61;2950584;11938;3510;121
21/01/2025;conversao;midia2;tipo4;catalogo;21254,65;9313181;14361;4014;150
21/01/2025;conversao;midia2;tipo4;migracao;43186,22;3513216;20413;10472;211
21/01/2025;conversao;midia2;tipo4;remarketing;42374,03;3262359;13656;6955;369
21/01/2025;conversao;midia2;tipo5;whatsapp;11905,55;640654;1698;468;
21/01/2025;conversao;midia1;tipo2;demandgen;3046,438054;157546;1484;701;6
21/01/2025;conversao;midia1;tipo2;gnd;41455,59372;5786608;294778;95974;125
21/01/2025;conversao;midia1;tipo2;pmax;76029,55336;9411311;70116;28398;283
21/01/2025;conversao;midia1;tipo2;remarketing;16186,54328;1938590;71892;43297;44
21/01/2025;conversao;midia1;tipo1;1p-2p;96574,84445;106789;18346;12817;834
21/01/2025;conversao;midia1;tipo1;3p;7042,36476;28538;1308;1020;55
21/01/2025;conversao;midia1;tipo1;exata;25480,31441;25162;6075;4821;264
21/01/2025;conversao;midia1;tipo1;pos-black;3799,63454;6212;1269;995;60
21/01/2025;conversao;midia4;tipo2;purchase;3231,68;216511;32208;14962;35
21/01/2025;conversao;midia6;tipo3;remarketing;2030;337532;1195;197;13
21/01/2025;conversao;midia7;tipo3;smart;2229,06;388576;1575;252;0
22/01/2025;afiliados;midia3;tipo2;afiliados;9208,3941;1853144;5826;3888;17
22/01/2025;consideracao;midia1;tipo7;ace-android;4936,469299;426407;3532;;
22/01/2025;consideracao;midia1;tipo7;aci-android;1480,907371;228580;5043;;
22/01/2025;conversao;midia5;tipo2;native;1383,57;452435;4814;;
22/01/2025;conversao;midia5;tipo2;pmax;1201,419999;7726;203;97;2
22/01/2025;conversao;midia5;tipo1;1p-2p;1295,64;29229;359;218;15
22/01/2025;conversao;midia5;tipo1;exata;802,83;11776;337;231;6
22/01/2025;conversao;midia2;tipo4;asc;33193,37;1849077;8692;3943;58
22/01/2025;conversao;midia2;tipo4;catalogo;21420,64;7771557;12577;3353;108
22/01/2025;conversao;midia2;tipo4;migracao;42038,95;3447638;20727;9511;108
22/01/2025;conversao;midia2;tipo4;remarketing;52608,75;4245851;16852;7649;186
22/01/2025;conversao;midia2;tipo5;whatsapp;13113,13;670961;2023;494;
